BOOKINGSORDERDATE,BOOKINGSSTATUS,PRODUCTCODE,CUSTOMERNAME,BOOKINGSCOUNTRY,BOOKINGSTERRITORY,BOOKINGSQUANTITYORDERED
1/2/2004 0:00,Shipped,S18_3140,"Saveley & Henriot, Co.",France,EMEA,5244
2/18/2004 0:00,Shipped,S18_3140,Petit Auto,Belgium,EMEA,8834
3/20/2004 0:00,Shipped,S18_3140,giftsbymail.co.uk,UK,EMEA,7212
5/7/2004 0:00,Cancelled,S18_3140,Land of Toys Inc.,USA,NA,7604
7/21/2004 0:00,Shipped,S18_3140,Petit Auto,Belgium,EMEA,10052
8/20/2004 0:00,Shipped,S18_3140,Mini Gifts Distributors Ltd.,USA,NA,13390
9/9/2004 0:00,Shipped,S18_3140,Amica Models & Co.,Italy,EMEA,5638
10/14/2004 0:00,Shipped,S18_3140,"AV Stores, Co.",UK,EMEA,7518
10/22/2004 0:00,Shipped,S18_3140,Heintze Collectables,Denmark,EMEA,5462
11/5/2004 0:00,Shipped,S18_3140,Baane Mini Imports,Norway,EMEA,3316
11/20/2004 0:00,Shipped,S18_3140,"La Corne D'abondance, Co.",France,EMEA,11556
12/2/2004 0:00,Shipped,S18_3140,Euro Shopping Channel,Spain,EMEA,10382
1/26/2005 0:00,Shipped,S18_3140,"Tokyo Collectables, Ltd",Japan,Japan,7724
2/22/2005 0:00,Shipped,S18_3140,Euro Shopping Channel,Spain,EMEA,2952
3/23/2005 0:00,Shipped,S18_3140,Mini Gifts Distributors Ltd.,USA,NA,10546
5/6/2005 0:00,On Hold,S18_3140,Gifts4AllAges.com,USA,NA,9744
1/31/2003 0:00,Shipped,S18_3232,Euro Shopping Channel,Spain,EMEA,9112
3/10/2003 0:00,Shipped,S18_3232,Motor Mint Distributors Inc.,USA,NA,16514
4/1/2003 0:00,Shipped,S18_3232,"La Corne D'abondance, Co.",France,EMEA,16418
5/8/2003 0:00,Shipped,S18_3232,Marseille Mini Autos,France,EMEA,7196
6/3/2003 0:00,Shipped,S18_3232,Muscle Machine Inc,USA,NA,7674
7/4/2003 0:00,Shipped,S18_3232,Alpha Cognac,France,EMEA,16662
8/1/2003 0:00,Shipped,S18_3232,Suominen Souveniers,Finland,EMEA,9672
9/11/2003 0:00,Shipped,S18_3232,"Anna's Decorations, Ltd",Australia,APAC,10836
9/21/2003 0:00,Shipped,S18_3232,"Oulu Toy Supplies, Inc.",Finland,EMEA,7468
10/11/2003 0:00,Shipped,S18_3232,"Men 'R' US Retailers, Ltd.",USA,NA,7992
10/22/2003 0:00,Shipped,S18_3232,"Dragon Souveniers, Ltd.",Singapore,Japan,17508
11/5/2003 0:00,Shipped,S18_3232,Quebec Home Shopping Network,Canada,NA,10962
11/6/2003 0:00,Shipped,S18_3232,"Stylish Desk Decors, Co.",UK,EMEA,8838
11/12/2003 0:00,Shipped,S18_3232,Herkku Gifts,Norway,EMEA,12648
11/14/2003 0:00,Shipped,S18_3232,"Iberia Gift Imports, Corp.",Spain,EMEA,8818
11/20/2003 0:00,Shipped,S18_3232,Online Diecast Creations Co.,USA,NA,7836
11/25/2003 0:00,Shipped,S18_3232,Mini Classics,USA,NA,15240
12/2/2003 0:00,Shipped,S18_3232,Euro Shopping Channel,Spain,EMEA,16582
12/9/2003 0:00,Shipped,S18_3232,Diecast Collectables,USA,NA,7874
1/16/2004 0:00,Shipped,S18_3232,Euro Shopping Channel,Spain,EMEA,11108
2/22/2004 0:00,Shipped,S18_3232,"Vida Sport, Ltd",Switzerland,EMEA,12814
3/11/2004 0:00,Shipped,S18_3232,Mini Gifts Distributors Ltd.,USA,NA,8344
4/12/2004 0:00,Shipped,S18_3232,"Oulu Toy Supplies, Inc.",Finland,EMEA,14166
5/5/2004 0:00,Shipped,S18_3232,Euro Shopping Channel,Spain,EMEA,14264
6/1/2004 0:00,Cancelled,S18_3232,"UK Collectables, Ltd.",UK,EMEA,13546
6/15/2004 0:00,Shipped,S18_3232,Handji Gifts& Co,Singapore,APAC,7314
7/6/2004 0:00,Shipped,S18_3232,L'ordine Souveniers,Italy,EMEA,9624
7/20/2004 0:00,Shipped,S18_3232,Mini Gifts Distributors Ltd.,USA,NA,7856
8/6/2004 0:00,Shipped,S18_3232,Signal Gift Stores,USA,NA,12802
8/19/2004 0:00,Shipped,S18_3232,Diecast Classics Inc.,USA,NA,8382
8/30/2004 0:00,Shipped,S18_3232,"Vida Sport, Ltd",Switzerland,EMEA,11704
9/8/2004 0:00,Shipped,S18_3232,Land of Toys Inc.,USA,NA,5688
10/5/2003 0:00,Shipped,S18_3232,"Norway Gifts By Mail, Co.",Norway,EMEA,8022
10/13/2004 0:00,Shipped,S18_3232,Marta's Replicas Co.,USA,NA,14910
10/16/2004 0:00,Shipped,S18_3232,"Toms Spezialitten, Ltd",Germany,EMEA,17880
10/22/2004 0:00,Shipped,S18_3232,Canadian Gift Exchange Network,Canada,NA,9144
11/4/2004 0:00,Shipped,S18_3232,FunGiftIdeas.com,USA,NA,11400
11/5/2004 0:00,Shipped,S18_3232,Vitachrome Inc.,USA,NA,6310
11/17/2004 0:00,Shipped,S18_3232,Motor Mint Distributors Inc.,USA,NA,8340
11/19/2004 0:00,On Hold,S18_3232,"Volvo Model Replicas, Co",Sweden,EMEA,5756
11/24/2004 0:00,Shipped,S18_3232,"Australian Collectors, Co.",Australia,APAC,10058
12/1/2004 0:00,Shipped,S18_3232,Muscle Machine Inc,USA,NA,14792
12/10/2004 0:00,Shipped,S18_3232,Euro Shopping Channel,Spain,EMEA,5982
1/10/2005 0:00,Shipped,S18_3232,Royale Belge,Belgium,EMEA,12550
1/20/2005 0:00,Shipped,S18_3232,"Anna's Decorations, Ltd",Australia,APAC,3068
2/9/2005 0:00,Shipped,S18_3232,"Toys of Finland, Co.",Finland,EMEA,14528
2/22/2005 0:00,Shipped,S18_3232,Euro Shopping Channel,Spain,EMEA,13738
3/15/2005 0:00,Shipped,S18_3232,Euro Shopping Channel,Spain,EMEA,6706
4/14/2005 0:00,Shipped,S18_3232,Mini Caravy,France,EMEA,16578
5/3/2005 0:00,Shipped,S18_3232,Euro Shopping Channel,Spain,EMEA,23774
5/17/2005 0:00,Shipped,S18_3232,Salzburg Collectables,Austria,EMEA,11852
5/31/2005 0:00,In Process,S18_3232,La Rochelle Gifts,France,EMEA,7586
2/11/2003 0:00,Shipped,S18_3259,Danish Wholesale Imports,Denmark,EMEA,8660
4/16/2003 0:00,Shipped,S18_3259,"Dragon Souveniers, Ltd.",Singapore,Japan,4022
6/6/2003 0:00,Shipped,S18_3259,Euro Shopping Channel,Spain,EMEA,9674
8/8/2003 0:00,Shipped,S18_3259,Mini Gifts Distributors Ltd.,USA,NA,4302
9/28/2003 0:00,Shipped,S18_3259,Euro Shopping Channel,Spain,EMEA,5146
10/22/2003 0:00,Shipped,S18_3259,"Dragon Souveniers, Ltd.",Singapore,Japan,10688
11/7/2003 0:00,Shipped,S18_3259,CAF Imports,Spain,EMEA,6140
11/14/2003 0:00,Shipped,S18_3259,Mini Creations Ltd.,USA,NA,7904
11/26/2003 0:00,Shipped,S18_3259,Super Scale Inc.,USA,NA,7128
1/2/2004 0:00,Shipped,S18_3259,"Saveley & Henriot, Co.",France,EMEA,11228
2/18/2004 0:00,Shipped,S18_3259,Petit Auto,Belgium,EMEA,3710
3/20/2004 0:00,Shipped,S18_3259,giftsbymail.co.uk,UK,EMEA,9196
5/7/2004 0:00,Cancelled,S18_3259,Land of Toys Inc.,USA,NA,10164
7/21/2004 0:00,Shipped,S18_3259,Petit Auto,Belgium,EMEA,10900
8/20/2004 0:00,Shipped,S18_3259,Mini Gifts Distributors Ltd.,USA,NA,8348
9/9/2004 0:00,Shipped,S18_3259,Amica Models & Co.,Italy,EMEA,4836
10/14/2004 0:00,Shipped,S18_3259,"AV Stores, Co.",UK,EMEA,7340
10/22/2004 0:00,Shipped,S18_3259,Heintze Collectables,Denmark,EMEA,4962
11/9/2004 0:00,Shipped,S18_3259,"Volvo Model Replicas, Co",Sweden,EMEA,7614
11/20/2004 0:00,Shipped,S18_3259,"La Corne D'abondance, Co.",France,EMEA,4460
12/2/2004 0:00,Shipped,S18_3259,Euro Shopping Channel,Spain,EMEA,7628
1/26/2005 0:00,Shipped,S18_3259,"Tokyo Collectables, Ltd",Japan,Japan,4234
2/22/2005 0:00,Shipped,S18_3259,Euro Shopping Channel,Spain,EMEA,6680
3/23/2005 0:00,Shipped,S18_3259,Mini Gifts Distributors Ltd.,USA,NA,4308
5/6/2005 0:00,On Hold,S18_3259,Gifts4AllAges.com,USA,NA,11616
3/3/2003 0:00,Shipped,S18_3278,Cruz & Sons Co.,Philippines,Japan,3554
5/8/2003 0:00,Shipped,S18_3278,Marseille Mini Autos,France,EMEA,3072
7/2/2003 0:00,Shipped,S18_3278,Mini Gifts Distributors Ltd.,USA,NA,7020
9/5/2003 0:00,Shipped,S18_3278,Collectables For Less Inc.,USA,NA,6194
10/10/2003 0:00,Shipped,S18_3278,Corporate Gift Ideas Co.,USA,NA,3410
11/4/2003 0:00,Shipped,S18_3278,"Anna's Decorations, Ltd",Australia,APAC,4528
11/12/2003 0:00,Shipped,S18_3278,Herkku Gifts,Norway,EMEA,4968
11/20/2003 0:00,Shipped,S18_3278,"Toms Spezialitten, Ltd",Germany,EMEA,6830
12/2/2003 0:00,Shipped,S18_3278,Euro Shopping Channel,Spain,EMEA,5678
1/15/2004 0:00,Shipped,S18_3278,Auto Canal Petit,France,EMEA,5460
2/22/2004 0:00,Shipped,S18_3278,"Vida Sport, Ltd",Switzerland,EMEA,7080
4/9/2004 0:00,Shipped,S18_3278,Danish Wholesale Imports,Denmark,EMEA,5998
5/26/2004 0:00,Shipped,S18_3278,Auto Canal Petit,France,EMEA,3054
7/2/2004 0:00,Shipped,S18_3278,"Australian Collectables, Ltd",Australia,APAC,7814
8/2/2004 0:00,Shipped,S18_3278,Online Mini Collectables,USA,NA,5316
8/30/2004 0:00,Shipped,S18_3278,"Vida Sport, Ltd",Switzerland,EMEA,6084
10/4/2003 0:00,Shipped,S18_3278,"Blauer See Auto, Co.",Germany,EMEA,7722
10/16/2004 0:00,Shipped,S18_3278,"Toms Spezialitten, Ltd",Germany,EMEA,4342
11/3/2004 0:00,Shipped,S18_3278,Microscale Inc.,USA,NA,6806
11/15/2004 0:00,Shipped,S18_3278,Land of Toys Inc.,USA,NA,4490
11/24/2004 0:00,Shipped,S18_3278,"Australian Collectors, Co.",Australia,APAC,3336
1/6/2005 0:00,Shipped,S18_3278,Suominen Souveniers,Finland,EMEA,5546
2/10/2005 0:00,Shipped,S18_3278,Euro Shopping Channel,Spain,EMEA,4928
3/4/2005 0:00,Shipped,S18_3278,Mini Gifts Distributors Ltd.,USA,NA,10982
1/29/2003 0:00,Shipped,S18_3320,Baane Mini Imports,Norway,EMEA,9582
3/25/2003 0:00,Shipped,S18_3320,Mini Wheels Co.,USA,NA,8356
5/28/2003 0:00,Shipped,S18_3320,"Corrida Auto Replicas, Ltd",Spain,EMEA,6256
7/16/2003 0:00,Shipped,S18_3320,Souveniers And Things Co.,Australia,APAC,6190
9/12/2003 0:00,Shipped,S18_3320,Signal Collectibles Ltd.,USA,NA,7916
10/20/2003 0:00,Shipped,S18_3320,Classic Legends Inc.,USA,NA,9982
11/5/2003 0:00,Shipped,S18_3320,Rovelli Gifts,Italy,EMEA,5522
11/12/2003 0:00,Shipped,S18_3320,Mini Gifts Distributors Ltd.,USA,NA,5696
11/21/2003 0:00,Shipped,S18_3320,"Australian Collectables, Ltd",Australia,APAC,5078
12/5/2003 0:00,Shipped,S18_3320,Canadian Gift Exchange Network,Canada,NA,4888
1/29/2004 0:00,Shipped,S18_3320,West Coast Collectables Co.,USA,NA,9110
3/2/2004 0:00,Shipped,S18_3320,"Saveley & Henriot, Co.",France,EMEA,7332
4/29/2004 0:00,Shipped,S18_3320,Euro Shopping Channel,Spain,EMEA,6070
6/14/2004 0:00,Shipped,S18_3320,The Sharp Gifts Warehouse,USA,NA,4642
8/17/2004 0:00,Shipped,S18_3320,Amica Models & Co.,Italy,EMEA,6948
9/7/2004 0:00,Shipped,S18_3320,Auto-Moto Classics Inc.,USA,NA,5002
10/11/2004 0:00,Shipped,S18_3320,Auto Assoc. & Cie.,France,EMEA,7916
10/21/2004 0:00,Shipped,S18_3320,Mini Gifts Distributors Ltd.,USA,NA,7070
11/5/2004 0:00,Shipped,S18_3320,"Blauer See Auto, Co.",Germany,EMEA,6022
11/18/2004 0:00,Shipped,S18_3320,Mini Wheels Co.,USA,NA,22672
11/29/2004 0:00,Shipped,S18_3320,"Australian Collectors, Co.",Australia,APAC,5312
12/10/2004 0:00,Shipped,S18_3320,Mini Gifts Distributors Ltd.,USA,NA,5208
1/20/2005 0:00,Shipped,S18_3320,Collectables For Less Inc.,USA,NA,6576
2/17/2005 0:00,Shipped,S18_3320,Mini Gifts Distributors Ltd.,USA,NA,17870
3/10/2005 0:00,Shipped,S18_3320,Mini Auto Werke,Austria,EMEA,8070
5/30/2005 0:00,In Process,S18_3320,Petit Auto,Belgium,EMEA,3750
3/3/2003 0:00,Shipped,S18_3482,Cruz & Sons Co.,Philippines,Japan,8098
5/8/2003 0:00,Shipped,S18_3482,Marseille Mini Autos,France,EMEA,4938
7/2/2003 0:00,Shipped,S18_3482,Mini Gifts Distributors Ltd.,USA,NA,10864
9/5/2003 0:00,Shipped,S18_3482,Collectables For Less Inc.,USA,NA,8810
10/10/2003 0:00,Shipped,S18_3482,Corporate Gift Ideas Co.,USA,NA,7276
11/4/2003 0:00,Shipped,S18_3482,"Anna's Decorations, Ltd",Australia,APAC,8888
11/12/2003 0:00,Shipped,S18_3482,Herkku Gifts,Norway,EMEA,6790
11/20/2003 0:00,Shipped,S18_3482,"Toms Spezialitten, Ltd",Germany,EMEA,6828
12/2/2003 0:00,Shipped,S18_3482,Euro Shopping Channel,Spain,EMEA,10254
1/15/2004 0:00,Shipped,S18_3482,Auto Canal Petit,France,EMEA,7490
2/22/2004 0:00,Shipped,S18_3482,"Vida Sport, Ltd",Switzerland,EMEA,9128
4/9/2004 0:00,Shipped,S18_3482,Danish Wholesale Imports,Denmark,EMEA,13108
5/26/2004 0:00,Shipped,S18_3482,Auto Canal Petit,France,EMEA,13498
7/2/2004 0:00,Shipped,S18_3482,"Australian Collectables, Ltd",Australia,APAC,16854
8/2/2004 0:00,Shipped,S18_3482,Online Mini Collectables,USA,NA,7848
8/30/2004 0:00,Shipped,S18_3482,"Vida Sport, Ltd",Switzerland,EMEA,13522
10/4/2003 0:00,Shipped,S18_3482,"Blauer See Auto, Co.",Germany,EMEA,7572
10/16/2004 0:00,Shipped,S18_3482,"Toms Spezialitten, Ltd",Germany,EMEA,12532
11/3/2004 0:00,Shipped,S18_3482,"Volvo Model Replicas, Co",Sweden,EMEA,6982
11/16/2004 0:00,Shipped,S18_3482,Cruz & Sons Co.,Philippines,Japan,8810
11/24/2004 0:00,Shipped,S18_3482,"Australian Collectors, Co.",Australia,APAC,13096
12/7/2004 0:00,Shipped,S18_3482,Euro Shopping Channel,Spain,EMEA,6354
1/6/2005 0:00,Shipped,S18_3482,Suominen Souveniers,Finland,EMEA,8284
2/10/2005 0:00,Shipped,S18_3482,Euro Shopping Channel,Spain,EMEA,8298
3/4/2005 0:00,Shipped,S18_3482,Mini Gifts Distributors Ltd.,USA,NA,14794
3/10/2003 0:00,Shipped,S18_3685,Motor Mint Distributors Inc.,USA,NA,12482
5/20/2003 0:00,Shipped,S18_3685,Atelier graphique,France,EMEA,10662
7/10/2003 0:00,Shipped,S18_3685,Reims Collectables,France,EMEA,10248
9/11/2003 0:00,Shipped,S18_3685,"Anna's Decorations, Ltd",Australia,APAC,7278
10/17/2003 0:00,Shipped,S18_3685,Heintze Collectables,Denmark,EMEA,11088
11/5/2003 0:00,Shipped,S18_3685,Gift Depot Inc.,USA,NA,10986
11/12/2003 0:00,Shipped,S18_3685,Herkku Gifts,Norway,EMEA,11570
11/20/2003 0:00,Shipped,S18_3685,Online Diecast Creations Co.,USA,NA,10680
12/2/2003 0:00,Shipped,S18_3685,Muscle Machine Inc,USA,NA,11470
1/16/2004 0:00,Shipped,S18_3685,Euro Shopping Channel,Spain,EMEA,12714
2/26/2004 0:00,Shipped,S18_3685,Collectable Mini Designs Co.,USA,NA,14686
4/13/2004 0:00,Shipped,S18_3685,Osaka Souveniers Co.,Japan,Japan,11918
6/1/2004 0:00,Cancelled,S18_3685,"UK Collectables, Ltd.",UK,EMEA,8058
7/6/2004 0:00,Shipped,S18_3685,L'ordine Souveniers,Italy,EMEA,10070
8/6/2004 0:00,Shipped,S18_3685,Signal Gift Stores,USA,NA,8232
8/30/2004 0:00,Shipped,S18_3685,"Vida Sport, Ltd",Switzerland,EMEA,8620
10/5/2003 0:00,Shipped,S18_3685,"Norway Gifts By Mail, Co.",Norway,EMEA,12892
10/16/2004 0:00,Shipped,S18_3685,Euro Shopping Channel,Spain,EMEA,7232
11/4/2004 0:00,Shipped,S18_3685,FunGiftIdeas.com,USA,NA,8464
11/17/2004 0:00,Shipped,S18_3685,Motor Mint Distributors Inc.,USA,NA,3530
11/24/2004 0:00,Shipped,S18_3685,Reims Collectables,France,EMEA,7468
1/12/2005 0:00,Resolved,S18_3685,Toys4GrownUps.com,USA,NA,9616
2/10/2005 0:00,Shipped,S18_3685,Euro Shopping Channel,Spain,EMEA,4532
4/15/2005 0:00,Disputed,S18_3685,Danish Wholesale Imports,Denmark,EMEA,20936
5/17/2005 0:00,Shipped,S18_3685,Salzburg Collectables,Austria,EMEA,11178
3/3/2003 0:00,Shipped,S18_3782,Cruz & Sons Co.,Philippines,Japan,5828
5/8/2003 0:00,Shipped,S18_3782,Marseille Mini Autos,France,EMEA,3480
7/2/2003 0:00,Shipped,S18_3782,Mini Gifts Distributors Ltd.,USA,NA,4532
9/3/2003 0:00,Shipped,S18_3782,Gift Ideas Corp.,USA,NA,6310
10/10/2003 0:00,Shipped,S18_3782,Corporate Gift Ideas Co.,USA,NA,2714
11/4/2003 0:00,Shipped,S18_3782,"Anna's Decorations, Ltd",Australia,APAC,5196
11/11/2003 0:00,Shipped,S18_3782,Daedalus Designs Imports,France,EMEA,2114
11/20/2003 0:00,Shipped,S18_3782,"Toms Spezialitten, Ltd",Germany,EMEA,6254
1/15/2004 0:00,Shipped,S18_3782,Auto Canal Petit,France,EMEA,4976
2/21/2004 0:00,Shipped,S18_3782,Daedalus Designs Imports,France,EMEA,4440
4/5/2004 0:00,Shipped,S18_3782,Vitachrome Inc.,USA,NA,2714
5/26/2004 0:00,Shipped,S18_3782,Auto Canal Petit,France,EMEA,3276
6/30/2004 0:00,Shipped,S18_3782,Gifts4AllAges.com,USA,NA,5252
8/2/2004 0:00,Shipped,S18_3782,Online Mini Collectables,USA,NA,3322
8/28/2004 0:00,Shipped,S18_3782,"La Corne D'abondance, Co.",France,EMEA,4346
9/30/2004 0:00,Shipped,S18_3782,"Toys of Finland, Co.",Finland,EMEA,4364
10/16/2004 0:00,Shipped,S18_3782,"Toms Spezialitten, Ltd",Germany,EMEA,5638
11/3/2004 0:00,Shipped,S18_3782,Microscale Inc.,USA,NA,5196
11/16/2004 0:00,Shipped,S18_3782,Cruz & Sons Co.,Philippines,Japan,4038
11/24/2004 0:00,Shipped,S18_3782,"Australian Collectors, Co.",Australia,APAC,2908
12/7/2004 0:00,Shipped,S18_3782,Euro Shopping Channel,Spain,EMEA,3314
1/6/2005 0:00,Shipped,S18_3782,Suominen Souveniers,Finland,EMEA,5702
2/10/2005 0:00,Shipped,S18_3782,Euro Shopping Channel,Spain,EMEA,9218
3/4/2005 0:00,Shipped,S18_3782,Mini Gifts Distributors Ltd.,USA,NA,10158
4/8/2005 0:00,Shipped,S18_3782,"UK Collectables, Ltd.",UK,EMEA,3758
2/17/2003 0:00,Shipped,S18_3856,Rovelli Gifts,Italy,EMEA,9548
4/28/2003 0:00,Shipped,S18_3856,Salzburg Collectables,Austria,EMEA,5374
6/16/2003 0:00,Shipped,S18_3856,Auto-Moto Classics Inc.,USA,NA,6846
8/10/2003 0:00,Shipped,S18_3856,Mini Creations Ltd.,USA,NA,6910
10/6/2003 0:00,Shipped,S18_3856,"Toys of Finland, Co.",Finland,EMEA,7244
10/23/2003 0:00,Cancelled,S18_3856,Scandinavian Gift Ideas,Sweden,EMEA,7198
11/8/2003 0:00,Shipped,S18_3856,Alpha Cognac,France,EMEA,10772
11/14/2003 0:00,Shipped,S18_3856,"Double Decker Gift Stores, Ltd",UK,EMEA,9836
11/26/2003 0:00,Shipped,S18_3856,Enaco Distributors,Spain,EMEA,5076
1/9/2004 0:00,Shipped,S18_3856,"Men 'R' US Retailers, Ltd.",USA,NA,4996
2/19/2004 0:00,Shipped,S18_3856,Collectable Mini Designs Co.,USA,NA,7716
5/8/2004 0:00,Shipped,S18_3856,Cambridge Collectables Co.,USA,NA,11200
6/24/2004 0:00,Cancelled,S18_3856,Euro Shopping Channel,Spain,EMEA,8206
7/21/2004 0:00,Shipped,S18_3856,Petit Auto,Belgium,EMEA,8574
8/20/2004 0:00,Shipped,S18_3856,"Royal Canadian Collectables, Ltd.",Canada,NA,11590
9/15/2004 0:00,Shipped,S18_3856,"Bavarian Collectables Imports, Co.",Germany,EMEA,3726
10/14/2004 0:00,Shipped,S18_3856,"Classic Gift Ideas, Inc",USA,NA,8332
11/1/2004 0:00,Shipped,S18_3856,giftsbymail.co.uk,UK,EMEA,8160
11/12/2004 0:00,Shipped,S18_3856,Rovelli Gifts,Italy,EMEA,7630
11/22/2004 0:00,Shipped,S18_3856,Royale Belge,Belgium,EMEA,11052
12/3/2004 0:00,Shipped,S18_3856,"Stylish Desk Decors, Co.",UK,EMEA,6748
1/31/2005 0:00,Shipped,S18_3856,"Oulu Toy Supplies, Inc.",Finland,EMEA,6048
3/1/2005 0:00,Resolved,S18_3856,Euro Shopping Channel,Spain,EMEA,2532
3/30/2005 0:00,Shipped,S18_3856,Reims Collectables,France,EMEA,9622
4/1/2005 0:00,Shipped,S18_3856,The Sharp Gifts Warehouse,USA,NA,14614
5/9/2005 0:00,Disputed,S18_3856,"Australian Collectables, Ltd",Australia,APAC,12418
1/31/2003 0:00,Shipped,S18_4027,Euro Shopping Channel,Spain,EMEA,10696
4/16/2003 0:00,Shipped,S18_4027,"Dragon Souveniers, Ltd.",Singapore,Japan,5560
6/3/2003 0:00,Shipped,S18_4027,Muscle Machine Inc,USA,NA,6894
8/8/2003 0:00,Shipped,S18_4027,Mini Gifts Distributors Ltd.,USA,NA,7582
9/25/2003 0:00,Shipped,S18_4027,"Australian Gift Network, Co",Australia,APAC,9048
10/22/2003 0:00,Shipped,S18_4027,"Dragon Souveniers, Ltd.",Singapore,Japan,6674
11/6/2003 0:00,Shipped,S18_4027,L'ordine Souveniers,Italy,EMEA,11064
11/14/2003 0:00,Shipped,S18_4027,Mini Creations Ltd.,USA,NA,10192
11/26/2003 0:00,Shipped,S18_4027,Super Scale Inc.,USA,NA,9074
12/9/2003 0:00,Shipped,S18_4027,Diecast Collectables,USA,NA,12292
2/12/2004 0:00,Shipped,S18_4027,"Clover Collections, Co.",Ireland,EMEA,16516
3/15/2004 0:00,Shipped,S18_4027,"Blauer See Auto, Co.",Germany,EMEA,14476
5/5/2004 0:00,Shipped,S18_4027,Suominen Souveniers,Finland,EMEA,13512
7/20/2004 0:00,Shipped,S18_4027,Diecast Classics Inc.,USA,NA,7468
8/20/2004 0:00,Shipped,S18_4027,Mini Gifts Distributors Ltd.,USA,NA,9348
9/8/2004 0:00,Shipped,S18_4027,Land of Toys Inc.,USA,NA,14280
10/14/2004 0:00,Shipped,S18_4027,"AV Stores, Co.",UK,EMEA,7200
10/22/2004 0:00,Shipped,S18_4027,Heintze Collectables,Denmark,EMEA,8412
11/5/2004 0:00,Shipped,S18_4027,Vitachrome Inc.,USA,NA,10758
11/21/2004 0:00,Shipped,S18_4027,Classic Legends Inc.,USA,NA,11358
12/1/2004 0:00,Shipped,S18_4027,Muscle Machine Inc,USA,NA,8788
12/10/2004 0:00,Shipped,S18_4027,Euro Shopping Channel,Spain,EMEA,5056
1/26/2005 0:00,Shipped,S18_4027,"Tokyo Collectables, Ltd",Japan,Japan,14062
2/22/2005 0:00,Shipped,S18_4027,Euro Shopping Channel,Spain,EMEA,10680
3/15/2005 0:00,Shipped,S18_4027,Euro Shopping Channel,Spain,EMEA,12752
5/5/2005 0:00,Shipped,S18_4027,Gift Depot Inc.,USA,NA,13792
1/6/2003 0:00,Shipped,S18_4409,Online Diecast Creations Co.,USA,NA,3806
3/18/2003 0:00,Shipped,S18_4409,"AV Stores, Co.",UK,EMEA,4998
5/21/2003 0:00,Shipped,S18_4409,Signal Gift Stores,USA,NA,6162
9/11/2003 0:00,Shipped,S18_4409,"Anna's Decorations, Ltd",Australia,APAC,7196
10/18/2003 0:00,Shipped,S18_4409,Corporate Gift Ideas Co.,USA,NA,7824
11/5/2003 0:00,Shipped,S18_4409,Rovelli Gifts,Italy,EMEA,3168
11/12/2003 0:00,Shipped,S18_4409,Mini Gifts Distributors Ltd.,USA,NA,7884
11/21/2003 0:00,Shipped,S18_4409,"Australian Collectables, Ltd",Australia,APAC,4682
12/2/2003 0:00,Shipped,S18_4409,Muscle Machine Inc,USA,NA,4964
1/22/2004 0:00,Shipped,S18_4409,"Double Decker Gift Stores, Ltd",UK,EMEA,7204
3/2/2004 0:00,Shipped,S18_4409,"Saveley & Henriot, Co.",France,EMEA,7132
4/13/2004 0:00,Shipped,S18_4409,Mini Caravy,France,EMEA,7574
8/17/2004 0:00,Shipped,S18_4409,Amica Models & Co.,Italy,EMEA,7408
9/1/2004 0:00,Shipped,S18_4409,Handji Gifts& Co,Singapore,APAC,5668
10/6/2003 0:00,Shipped,S18_4409,"UK Collectables, Ltd.",UK,EMEA,6784
10/16/2004 0:00,Shipped,S18_4409,Euro Shopping Channel,Spain,EMEA,6716
11/17/2004 0:00,Shipped,S18_4409,"AV Stores, Co.",UK,EMEA,14620
11/25/2004 0:00,Shipped,S18_4409,Marseille Mini Autos,France,EMEA,4406
1/12/2005 0:00,Resolved,S18_4409,Toys4GrownUps.com,USA,NA,5392
2/16/2005 0:00,Shipped,S18_4409,Euro Shopping Channel,Spain,EMEA,6752
4/22/2005 0:00,On Hold,S18_4409,The Sharp Gifts Warehouse,USA,NA,1082
5/29/2005 0:00,In Process,S18_4409,Souveniers And Things Co.,Australia,APAC,12268
2/11/2003 0:00,Shipped,S18_4522,Danish Wholesale Imports,Denmark,EMEA,6764
4/16/2003 0:00,Shipped,S18_4522,"Dragon Souveniers, Ltd.",Singapore,Japan,4480
6/6/2003 0:00,Shipped,S18_4522,Euro Shopping Channel,Spain,EMEA,7924
8/8/2003 0:00,Shipped,S18_4522,Mini Gifts Distributors Ltd.,USA,NA,3370
9/28/2003 0:00,Shipped,S18_4522,Euro Shopping Channel,Spain,EMEA,3668
10/21/2003 0:00,Shipped,S18_4522,FunGiftIdeas.com,USA,NA,3832
11/7/2003 0:00,Shipped,S18_4522,CAF Imports,Spain,EMEA,5222
11/14/2003 0:00,Shipped,S18_4522,Mini Creations Ltd.,USA,NA,7260
11/26/2003 0:00,Shipped,S18_4522,Enaco Distributors,Spain,EMEA,10180
1/2/2004 0:00,Shipped,S18_4522,"Saveley & Henriot, Co.",France,EMEA,7898
2/18/2004 0:00,Shipped,S18_4522,Petit Auto,Belgium,EMEA,6982
3/20/2004 0:00,Shipped,S18_4522,giftsbymail.co.uk,UK,EMEA,4118
5/7/2004 0:00,Cancelled,S18_4522,Land of Toys Inc.,USA,NA,6340
6/17/2004 0:00,Shipped,S18_4522,Quebec Home Shopping Network,Canada,NA,3580
7/21/2004 0:00,Shipped,S18_4522,Petit Auto,Belgium,EMEA,4690
